Id,SalePrice
171,109387.01184113362
2401,419582.0319961038
805,233850.45193805167
2259,205935.10558294645
1748,136596.86826310755
1361,132739.86763271916
1677,122954.91619669972
1406,134005.9264540613
2322,225836.6371637216
688,149435.0413033494
143,136802.4383880646
804,199583.5702681463
1214,152907.06461365952
2828,147988.42843773507
1999,192826.66026139783
2467,193110.9188642334
2665,137259.61890766682
1538,310793.8347241357
398,117039.20068743677
2822,145543.1223357678
2157,120294.47903136269
1856,181339.4024370605
1269,103281.60876047157
2570,121098.40124643722
2320,234956.0709999012
1517,109743.41471992401
2304,119921.13944508089
1312,89046.18584632836
2012,123408.88970273148
506,212488.22786172602
2865,164903.29450604232
2367,102349.20329131954
554,97225.52523074808
238,134433.78663958912
1954,116242.49872023199
2488,136006.10594092438
2291,120771.6865086336
1969,99674.40651133438
2725,156222.44213743144
1482,120294.47903136269
2763,194860.64096177815
503,255598.4011731502
1584,249165.9914802693
1531,136425.90034868865
2210,166395.54330534182
459,348404.19995471736
556,123501.08737529581
1347,138605.25170850396
1290,92176.41783119319
1388,110021.0910358124
1571,160204.44446921657
2754,198193.16283792103
765,145885.96380893182
2494,124839.22119158623
2870,171825.59044579498
7,229975.29847169633
1114,262040.00566105038
2418,279983.2431956427
291,135958.25025215012
18,341407.4580251551
39,366944.81633185176
1001,273830.4127381067
2442,241649.3749147342
616,125200.71720373421
2680,88960.62916129403
1414,95665.93736955381
289,142284.5447724367
40,246335.31563669795
860,120415.80533801211
409,133392.1150711936
673,157721.60668248113
2427,171315.70489537565
2036,211276.78706638608
2564,139120.93483742315
642,126996.31854618544
1008,188094.53582000738
1908,144662.0960297613
2519,203962.14550556647
1369,78009.2774769449
2855,129201.98275197297
712,94869.00608550699
1943,100253.28396121788
1958,128366.85913639981
107,119046.69837620866
2295,189667.50771427128
704,94251.45629037305
676,124115.2953628485
259,192584.70547979925
93,302055.3158043516
106,240541.10619129118
2315,189716.02844845242
1050,113205.34196248034
1095,181556.99496183742
2709,130125.52869392402
758,160218.87618836956
1496,164390.78268285526
2370,124159.92609016929
2458,281871.343213254
2733,125688.54119844874
161,304306.1139376454
726,163511.42839643563
845,231417.78836126009
947,256845.74262353568
2232,148154.7143584888
2563,128019.27543216426
2299,105305.27617800044
211,95795.13515358034
605,150425.79440566342
1478,200792.90213508107
2247,275644.5278369896
2274,147253.38072527244
2869,195504.54880705182
967,226696.4605168151
2656,153856.9262804052
667,196802.83456494936
1042,102385.89376688679
2023,138827.50629158097
2447,418561.68902465515
2055,116963.85084530676
2275,304358.30192228145
2204,160879.58537907572
1563,286979.8426854356
483,217376.21965163836
796,137556.78276325337
1526,135348.35154398784
2042,124062.68494025964
442,348922.01604594616
1693,327755.4573724703
1468,225754.7855934156
1430,168914.09471066348
2605,124602.07810902759
1529,166754.9007782782
335,122905.3182208924
1287,160128.8452763047
31,112522.79534721945
1785,300805.4085841995
82,149217.79559380058
2620,146832.25246465704
252,186545.1510115497
721,72854.93764505797
2165,178585.1114859517
2316,174082.64024273615
775,128325.04761744972
1558,113291.0612262704
17,201189.50957396906
1022,251583.35978355753
925,106827.48534089816
438,283470.4049901657
1270,138516.01716160995
1272,124117.1050348118
215,103462.69752106816
266,230041.32732555328
2402,276190.0630188055
1250,120926.25434637038
1984,128157.67491833161
1279,139691.9421548497
377,242427.88706193332
1252,137971.90571420605
2156,277452.7956008641
499,320035.655731086
1374,118237.25591138704
2898,232968.76664031117
401,116969.19732815668
2721,177763.17109278357
2078,225630.85776854376
2589,127679.55162739282
1946,313172.38064113475
1334,105338.64470719732
2781,229357.39568873966
431,414159.74389788404
576,201383.73045191576
1474,211784.8490514995
2254,120505.6056141947
2155,292055.48446131486
885,133831.58278134925
643,133581.2773607805
1944,141298.73153398032
480,187854.7719875363
2845,121454.36641131685
2387,326613.04117685946
2407,197992.0291404052
2527,136362.17363108482
2514,118077.30964990621
629,133280.9699151698
80,215105.63315923972
1876,136581.05915698293
1546,139184.43734570986
2518,178085.55472610777
2347,148043.30346650587
783,207847.30600480447
1322,98536.34680606838
194,82936.37762071932
1770,302435.21746999404
2143,145287.14258040418
1229,188718.57939042465
511,283768.3961588207
46,218768.77725610853
1348,152311.24310489837
2465,190587.59257412996
387,227343.27227231622
873,224910.2317669061
1918,125894.72064683444
2764,234537.83127391202
2184,148218.87232951165
934,134437.31130471782
1920,143804.1072161497
2631,129953.32984229902
1768,553146.3411210778
2040,119048.10268769198
1749,217656.93046010818
834,246746.1813800464
1457,251840.46667340482
79,107691.9390616669
2302,114103.1459355529
1817,130532.69991127285
2755,234953.2986772359
359,167156.70117544965
2059,113916.11333388728
2092,252696.29898580784
2516,236083.56845257222
150,122212.7116485709
1656,147162.16743146128
83,108713.09251378756
2411,175347.4699894446
795,95335.20351596031
2312,243749.6348743493
2917,61302.54577027372
1624,168747.55193497596
2215,236724.0983489139
1211,139972.55133522238
1485,120294.47903136269
1024,167740.8581673971
570,187294.32346579444
2874,125256.06697046003
700,118932.24913938597
2756,217767.1527332201
2022,194642.39652296682
583,196372.3286191635
2392,352806.9672370833
2424,196430.8476134583
212,106597.10559679693
736,138817.29036835534
1610,156837.07778686966
890,127521.72662668442
467,163859.22095440037
578,227853.8613624463
1747,164656.40769838842
1149,169976.66307392056
2758,237162.83916563395
857,127733.8408827461
2219,292556.8330476894
733,112633.77956748806
2909,117082.90087314701
1798,269682.24316258996
235,125205.93462338383
2366,141258.8992756704
1027,131730.04949465833
1195,135869.2142675666
1303,80591.50824020035
148,156341.5473100114
608,143032.15708391054
2515,179835.66849379166
821,308782.4910787076
2500,274326.8513299592
745,124288.86993882025
741,135014.6711716336
1611,101158.8702017483
2532,126448.06379212847
1081,232686.77325349298
1692,442149.68764194875
2520,170052.56414534926
276,123692.02122611774
1992,146904.31353280414
663,84660.13097326766
418,114003.35326510214
1733,191830.7857850211
2359,140900.38780873312
253,188235.10023971891
1518,193011.57293693055
2035,139938.62310094404
2919,107956.03495394342
1540,224582.42002383427
2120,152544.75303456403
1674,181556.83192179195
256,133840.15689170797
2361,111706.75973559407
978,93677.9748604499
2280,142882.26576604278
2095,223132.06572627966
1709,331214.5873788125
2801,247217.48860250905
1246,105419.64509773214
2373,102266.55404964474
1055,289498.3648072975
2017,120168.31908404388
1099,261438.1981487847
1344,107850.19809402336
835,164560.82443867685
1117,209511.94519618998
2043,92709.15591482358
2085,127217.58172611735
410,152825.89186953724
2650,101367.51200489234
2867,137156.92735114164
1668,117300.35647366545
1161,151377.837271697
2122,182942.22692073404
2539,136515.49018933874
1047,145376.72618951692
1445,131004.3263846435
541,133280.65129083523
569,220350.6344549212
1276,116411.48329546378
918,109873.31064334029
326,173049.08119939148
1936,142651.51332430355
895,110561.25572890183
257,144700.7113293792
1241,153680.9248986695
1545,117622.49093071319
1189,185117.43401676923
270,119851.59500390769
2066,186710.5718266948
693,92399.52749185829
1259,127943.07888549112
2916,144323.27354115233
2321,301119.93776852905
1977,103249.008609979
1895,139534.774807725
1240,147130.89296761455
85,157068.3202930122
1823,118201.80407057912
825,302823.70970944734
110,236260.5462576548
697,118812.32777866165
2297,103671.42834571115
1231,134117.25759554954
1355,140405.60853853708
968,349903.666416975
584,200894.4421149102
1315,117181.63630498576
1606,136975.1950078295
206,113302.96311950829
1685,343541.93644840224
2016,140477.13732571338
869,222836.92671969582
2135,123833.23897631944
2346,152485.80751012394
2430,235584.89188823302
2198,97392.11136372405
2652,122897.17468606774
27,117643.04032796022
241,176791.6466479594
906,118644.47144797782
1506,122676.79761479385
2098,396535.6152827263
1435,208756.24277399044
2213,108912.89596183103
1274,129413.89230495068
743,98134.50742763077
1737,190490.48098032235
2797,283386.7602544755
2185,106679.27677870251
58,136054.83063801777
830,205062.89499982639
808,136295.58418615698
680,163750.92924178654
1153,118887.91092943898
1291,149744.7569256994
1818,151610.52538845234
2161,178835.53707830436
1883,128330.06446743588
350,332750.1771447724
2473,138948.6916433061
295,186539.64199505327
293,185629.8481741492
859,118226.39945383335
288,76142.17223822384
1578,165385.91749086633
102,170993.92243033735
2831,185459.64914795058
1030,154776.92970307963
2551,135755.18500230482
1286,149222.25493212458
958,325111.0605930095
776,123278.87928823958
72,226694.21409875737
2263,241962.5047016401
1866,140181.65921953553
2876,92034.1763612064
2146,273586.7743727574
103,162519.83094700158
1500,144428.8043119606
492,185527.1963015849
167,132407.77451395235
2597,128721.80692514536
2685,112702.36713139046
1035,141437.42636613088
1220,88004.68611544947
2602,118349.94193118569
2159,214719.0406138667
695,128989.20540296254
1109,261973.91082149744
640,153186.66629462593
1652,144092.37992862044
2090,182664.6244548902
1188,139723.3745979424
2345,230255.77001809067
1059,431226.90408455936
2751,254333.10382892902
128,178970.78804098236
1523,112835.19152860739
2925,158601.2397209316
2145,308759.6030518835
1121,216681.03746636346
566,305728.11074760475
565,230551.67664959579
1331,131817.62502902263
2928,126803.5915848692
156,151751.37079706215
797,177995.4341436896
327,116214.50722593331
2859,126300.201013132
1453,110053.6663325465
1762,344617.2491816741
1868,184177.45229399364
1760,189904.85001863478
1113,246804.66974392947
1812,200451.4053278697
117,146322.8013234068
1142,217217.82048744563
2342,377648.78559796966
927,131278.97576009072
2478,205268.479716387
655,105027.32654830502
2064,118737.23445888783
369,245312.63881244606
2239,118011.2333653816
2732,196590.38139966084
1653,162133.63326313402
959,211302.92862790698
2395,366036.73608269164
1412,113381.49263691585
271,268611.1607831778
1484,120294.47903136269
1497,174567.17921409145
552,141503.751853418
2,121155.25130223192
1855,294395.0054829744
4,292644.7526911532
2292,144855.35991996634
134,122499.20155661911
646,115389.91447803838
42,301211.7794472085
532,243274.01272009057
713,149633.36465234618
2561,130824.0842991457
2360,132846.9115349251
1333,148959.26982431798
1407,174453.09551023587
2892,290582.8318810762
574,227748.804294765
1227,180461.35948685376
2591,228744.1088945471
1476,226513.75588380228
1125,259966.76508641217
1446,130992.01123577656
408,124801.26474340964
1101,293276.5429634878
2251,176048.88848573805
373,163423.53964013755
2554,119249.19662938803
2382,252768.55406481013
1985,77125.70528189267
519,225571.74380947242
1093,201180.0281769908
864,260422.896408881
2889,139452.08025287217
2308,133718.22541531376
986,163209.56349092393
1302,142549.87974743306
585,137226.95368380507
2708,156813.62965939156
147,123456.58862037459
1441,234321.12320197638
383,175184.8198248382
285,148832.980649559
181,113310.916942271
358,154678.6226080074
780,132672.9801702448
258,184686.34393848595
1865,184421.18036135373
692,140618.1340669297
2902,332154.92630335625
508,262058.13127578158
2638,136817.76335161482
36,151606.92992204678
611,148723.4698907082
2281,125090.3816853927
1678,119711.00281534984
1696,418783.8532413803
1557,105201.28878062364
2180,180672.00488438152
1726,208788.81203432925
951,125326.70946142907
267,241914.39229845552
2706,133650.36296700622
2221,215417.6841905097
1357,156632.64800358514
2901,315822.06907112605
347,148716.2937883096
2164,196067.35461610745
1586,313626.9530048991
360,164209.65188898225
1769,238537.71609860062
2617,131385.51151931874
1879,142526.77390195557
991,162371.67353771173
1535,119855.99976797338
1191,138181.90983629233
1579,200376.8475374641
1882,138365.04238695046
1510,137850.20253873145
2196,142662.24754662014
1845,167898.60627595015
2336,399074.883491667
942,97798.59112019136
861,133529.24744612802
2555,111494.68623902049
1392,151905.14916114896
2099,254545.88845666527
1543,112538.46954887302
948,276816.863425731
1239,181655.90124472964
22,156877.01086388296
2796,262058.47629797296
2747,189814.712179197
92,302768.2095281026
210,151382.762867874
1858,207398.1124481375
2228,142640.58569195168
447,216636.6068944109
827,260144.22458594604
1649,189723.77310701497
682,124179.25422837413
2698,120496.98402530275
494,142567.22060809188
214,91619.95749410498
2441,280973.94339600345
2679,111807.56308391615
1336,128277.92582543081
465,165791.99964350555
1524,107246.7900033019
2543,115238.00436052628
631,142037.3831191737
2452,320823.85786773363
228,135981.38545087932
126,192416.3849790642
1092,218433.08867639405
1122,211847.0144662168
932,161220.21649589227
1980,73497.28484518
2171,120745.43673409833
551,146168.70837286583
2768,173891.7711783352
2056,116448.50037691009
1159,366460.18902385636
2645,104541.8227260001
1174,160577.09194722227
2266,212082.6899367825
2462,457083.41190334776
1219,155621.32861030052
2922,154160.39535182895
118,140744.22345922244
474,169359.89423520208
2576,141812.28084644084
872,301770.0752669162
1077,211805.61703852192
1536,134969.81607725495
1150,124895.3226756932
2341,292779.5756792594
1931,163496.11203507186
2785,127777.39440083358
2538,129115.27796279214
597,187378.8598656779
464,181011.82893534005
233,223171.0085478046
2169,127052.01031050191
2123,163962.38539979595
1867,165074.9725753939
137,217489.9196332364
515,230346.87550736323
933,112440.19867299602
2784,150125.17855510663
972,177227.4422853788
599,151104.82695968292
2614,112037.63081853325
2582,137087.33778349395
1409,149874.56200764448
175,78987.07744266314
352,205499.84705142217
976,110409.13714859326
2134,197241.6373394726
984,119111.09271054165
2396,358434.835640659
1673,113944.4889121119
404,133698.3834025694
607,172567.38177245005
814,166490.05762684817
868,202894.1154413261
2271,204678.83120314853
1633,250777.49004166678
337,204517.31549958378
2765,146615.9961802151
1746,242107.6830110781
368,317761.92181396694
2806,223474.11126203212
1662,174806.96010957417
1234,219693.22219924428
1373,123711.49293311188
1672,116798.12008637306
1939,119202.51203126658
